item_id,task,context,context_without_dialog_prefix,dialog_prefix,dialog,true_intention,incorrect_literal_intention,original_prompt_str,person1,person2,options_dict,intention_pronoun,turn1_true_intention_dialog,turn1_literal_intention_dialog,turn2_response_from_literal_intention,turn2_response_from_true_intention,,
18,maxims,"Samantha is talking with her dad about her fiance. Samantha notes: ""John is an innocent person."" 
Her dad replies:","Samantha is talking with her dad about her fiance. Samantha notes: ""John is an innocent person."" 
",Her dad replies:," ""Undoubtedly, as innocent as a saint."" ",Samantha's dad thinks that Samantha has an incorrect view of her fiance.,Samantha's dad thinks that Samantha's fiance is a saint. ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide why the character in the story responds in a certain way. The answer options are 1, 2, 3, or 4.

Scenario: Samantha is talking with her dad about her fiance. Samantha notes: ""John is an innocent person."" Her dad replies: ""Undoubtedly, as innocent as a saint."" Why has Samantha's dad responded like this?
Options:
1) Samantha's dad thinks that John is too religious. 
2) Samantha's dad thinks that Samantha's fiance is a saint.
3) Samantha's dad thinks that Samantha has an incorrect view of her fiance.
4) Samantha's dad is impressed with John's innocence.
Answer: ",Her dad,Samatha,"{""'IncorrectNonLiteral'"": ""Samantha's dad thinks that John is too religious. "", ""'IncorrectLiteral'"": ""Samantha's dad thinks that Samantha's fiance is a saint."", ""'CorrectNonLiteral'"": ""Samantha's dad thinks that Samantha has an incorrect view of her fiance."", ""'IncorrectAssociate'"": ""Samantha's dad is impressed with John's innocence.""}",he,"""I believe your perspective of your fiance might not be entirely accurate, Samantha.""","""I honestly think your fiance is very pure and nice.""","I'm glad you think highly of him, Dad.","""Dad, I respect your opinion, but I know John well and stand by my perception of him as being innocent.""",,
19,maxims,"Lenny is saying goodbye to his date Bianka. Lenny asks Bianka: ""Where do you live?"" Bianka responds:","Lenny is saying goodbye to his date Bianka. Lenny asks Bianka: ""Where do you live?""", Bianka responds:," ""I live on the moon."" ",Bianka does not want Lenny to know her address.,Bianka is an alien. ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide why the character in the story responds in a certain way. The answer options are 1, 2, 3, or 4.

Scenario: Lenny is saying goodbye to his date Bianka. Lenny asks Bianka: ""Where do you live?"" Bianka responds: ""I live on the moon."" Why has Bianka responded like this?
Options:
1) Bianka is not very well educated.
2) Bianka tries to make Lenny angry with her.
3) Bianka does not want Lenny to know her address.
4) Bianka is an alien.
Answer: ",Bianka,Lenny,"{""'IncorrectNonLiteral'"": 'Bianka is not very well educated.', ""'IncorrectAssociate'"": 'Bianka tries to make Lenny angry with her.', ""'CorrectNonLiteral'"": 'Bianka does not want Lenny to know her address.', ""'IncorrectLiteral'"": 'Bianka is an alien.'}",Bianka,"""I would feel more comfortable if I didn't share my address with you.""","""I would instead live on another planet.""", Bianka," why the moon?""""","""That sounds interesting, Bianka, can you tell me more about your preference?""","""Understood, thank you for your honesty, Bianka."""
20,maxims,"Annie and Kelly are discussing their plans for summer. Annie asks Kelly: ""How many books do you plan to read this summer?"" Kelly responds:","Annie and Kelly are discussing their plans for summer. Annie asks Kelly: ""How many books do you plan to read this summer?"" ",Kelly responds:," ""A million."" ", Kelly plans to devote a lot of time to reading this summer.,Kelly has made a list of books to read that contains one million titles. ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide why the character in the story responds in a certain way. The answer options are 1, 2, 3, or 4.

Scenario: Annie and Kelly are discussing their plans for summer. Annie asks Kelly: ""How many books do you plan to read this summer?"" Kelly responds: ""A million."" Why has Kelly responded like this?
Options:
1) Kelly cannot count very well.
2) Kelly has made a list of books to read that contains one million titles.
3) Kelly is a pathological liar.
4) Kelly plans to devote a lot of time to reading this summer.
Answer: ",Kelly,Annie,"{""'IncorrectNonLiteral'"": 'Kelly cannot count very well.', ""'IncorrectLiteral'"": 'Kelly has made a list of books to read that contains one million titles.', ""'IncorrectAssociate'"": 'Kelly is a pathological liar.', ""'CorrectNonLiteral'"": 'Kelly plans to devote a lot of time to reading this summer.'}",Kelly,"""I've decided to spend a great deal of my time reading this summer.""","""I've compiled a list of one million books I plan to read, Annie.""","That's quite an ambitious reading list, Kelly.","""That sounds like a great plan, Kelly!""",,
1,metaphor,Mary was asked about the town that she has just moved to. Mary responded:,Mary was asked about the town that she has just moved to. ,Mary responded:," ""This town is a chimney."" ",Mary thinks the town is not one of the cleanest ones.,Mary thinks the town is a chimney. ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer to each question. The answer options are 1, 2, 3, 4, or 5.

Scenario: Mary was asked about the town that she has just moved to. Mary responded: ""This town is a chimney."" What does Mary mean?
Options:
1) The people living in this town are very welcoming.
2) The town is a chimney.
3) All houses in this town have chimneys.
4) Mary found a job at a company installing chimneys.
5) The town is not one of the cleanest ones.
Answer: ",Mary,Her friend,"{""'IncorrectNonLiteral'"": 'The people living in this town are very welcoming.', ""'IncorrectLiteral'"": 'The town is a chimney.', ""'IncorrectPlausibleLiteral'"": 'All houses in this town have chimneys.', ""'IncorrectNonSequitur'"": 'Mary found a job at a company installing chimneys.', ""'CorrectNonLiteral'"": 'The town is not one of the cleanest ones.'}",she,"""I don't necessarily think our town is one of the cleanest out there.""","""You know, in my view, this town is just like a chimney.""","""So, you feel the town resembles a chimney, Mary?""",It sounds like you're saying the town could be cleaner.,,
2,metaphor,Mike said to his expectant wife:,Mike said to his expectant wife:,Mike said to his expectant wife:," ""Our baby is a lovebird's egg.""",Mike and his wife are very much in love with each other.,Mike and his wife thinks their baby is an egg. ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer to each question. The answer options are 1, 2, 3, 4, or 5.

Scenario: Mike said to his expectant wife: ""Our baby is a lovebird's egg."" What did Mike mean?
Options:
1) Mike is worried that the bird flu virus affected their baby.
2) Their baby is growing bigger every day.
3) Mike and his wife are very much in love with each other.
4) The baby in his wife's womb is the size of an egg.
5) Their baby is an egg.
Answer: ",Mike,His wife,"{""'IncorrectNonLiteral'"": 'Mike is worried that the bird flu virus affected their baby.', ""'IncorrectNonSequitur'"": 'Their baby is growing bigger every day.', ""'CorrectNonLiteral'"": 'Mike and his wife are very much in love with each other.', ""'IncorrectPlausibleLiteral'"": ""The baby in his wife's womb is the size of an egg."", ""'IncorrectLiteral'"": 'Their baby is an egg.'}",Mike,"""We are very much in love with each other.""","""Honey, do we sometimes feel like our baby is like an egg?""","Yes, Mike, sometimes we do think our baby is like an egg.","""Yes, we are very much in love with each other.""",,
3,metaphor,Andrew and Bob were discussing the investment company where Andrew works. Bob said:,Andrew and Bob were discussing the investment company where Andrew works. ,Bob said:," ""The investors are squirrels collecting nuts."" ",Bob thinks they buy stocks hoping for future profit.  ,Bob thinks squirrels were hired to work in the company.  ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer to each question. The answer options are 1, 2, 3, 4, or 5.

Scenario: Andrew and Bob were discussing the investment company where Andrew works. Bob said: ""The investors are squirrels collecting nuts."" What does Bob mean?
Options:
1) Bob is allergic to nuts.
2) The investors dress and eat well.
3) They buy stocks hoping for future profit.  
4) Squirrels were hired to work in the company. 
5) The investors enjoy picking nuts as much as squirrels do.
Answer: ",Bob,Andrew,"{""'IncorrectNonSequitur'"": 'Bob is allergic to nuts.', ""'IncorrectNonLiteral'"": 'The investors dress and eat well.', ""'CorrectNonLiteral'"": 'They buy stocks hoping for future profit.  ', ""'IncorrectLiteral'"": 'Squirrels were hired to work in the company. ', ""'IncorrectPlausibleLiteral'"": 'The investors enjoy picking nuts as much as squirrels do.'}",he,"""You think we purchase shares with the expectation of making a profit in the future, right?""","""Andrew, believe it or not, I'm under the impression that squirrels have been enlisted to work at our company.""","Bob, I find your belief that squirrels have been hired here quite surprising and peculiar.","Yes, Bob, we buy shares with the aim of making a future profit.",,
4,metaphor,Mark asked his mom what she thought about his new girlfriend. She replied:,Mark asked his mom what she thought about his new girlfriend. ,She replied:," ""This young lady is 100% polyester."" ",His mom think his girlfriend's behavior was not very natural.,His mom thinks his girlfriend is made of polyester. ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer to each question. The answer options are 1, 2, 3, 4, or 5.

Scenario: Mark asked his mom what she thought about his new girlfriend. She replied: ""This young lady is 100% polyester."" What does she mean?
Options:
1) His girlfriend's behavior was not very natural.
2) His girlfriend is made of polyester.
3) His girlfriend has a beautiful smile. 
4) His girlfriend wore clothes made of polyester.
5) The girl made a good impression on Mark's mom
Answer: ",His mom,Mark,"{""'CorrectNonLiteral'"": ""His girlfriend's behavior was not very natural."", ""'IncorrectLiteral'"": 'His girlfriend is made of polyester.', ""'IncorrectNonSequitur'"": 'His girlfriend has a beautiful smile. ', ""'IncorrectPlausibleLiteral'"": 'His girlfriend wore clothes made of polyester.', ""'IncorrectNonLiteral'"": ""The girl made a good impression on Mark's mom""}",she,"""your girlfriend's behavior seems somewhat unnatural.""","""Your girlfriend is made up of polyester.""",My mom thinks my girlfriend is made of polyester.,"I'll talk to her about it, thanks for sharing your observation, mom.",,
5,metaphor,Mary said to her husband:,,Mary said to her husband:," ""Our kids are pieces of taffy."" ",Their kids always stick together.,Their kids are sweet candy. ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer to each question. The answer options are 1, 2, 3, 4, or 5.

Scenario: Mary said to her husband: ""Our kids are pieces of taffy."" What did she mean? 
Options:
1) Their kids eat too many candies.
2) Their kids argue too much.
3) Their kids are sweet candy.
4) Their kids always stick together.
5) Their kids need to stick to a diet.
Answer: ",Mary,Her husband,"{""'IncorrectPlausibleLiteral'"": 'Their kids eat too many candies.', ""'IncorrectNonSequitur'"": 'Their kids argue too much.', ""'IncorrectLiteral'"": 'Their kids are sweet candy.', ""'CorrectNonLiteral'"": 'Their kids always stick together.', ""'IncorrectNonLiteral'"": 'Their kids need to stick to a diet.'}",she,"""Our children always remain united.""","""Our children are as delightful as sweet candy.""","Yes, our children are indeed delightful like candy.","""Yes, they always support each other.""",,
6,metaphor,Mark saw a lady at the party and said to his friend:,Mark saw a lady at the party.,Mark said to his friend:," ""This lady's jewels are bursting stars."" ",Mark thinks the lady's jewelry is shining very brightly.,Mark thinks the lady wears bursting stars. ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer to each question. The answer options are 1, 2, 3, 4, or 5.

Scenario: Mark saw a lady at the party and said to his friend: ""This lady's jewels are bursting stars."" What did Mark mean?
Options:
1) Mark did not like the lady's jewelry.
2) The lady's jewelry is shining very brightly.
3) The lady wears bursting stars.
4) The lady's jewelry broke into many pieces.
5) The lady wears some jewelry designed to look like stars.
Answer: ",Mark,His friend,"{""'IncorrectNonSequitur'"": ""Mark did not like the lady's jewelry."", ""'CorrectNonLiteral'"": ""The lady's jewelry is shining very brightly."", ""'IncorrectLiteral'"": 'The lady wears bursting stars.', ""'IncorrectNonLiteral'"": ""The lady's jewelry broke into many pieces."", ""'IncorrectPlausibleLiteral'"": 'The lady wears some jewelry designed to look like stars.'}",he,"""Wow, have you noticed how brightly that lady's jewelry is shining?""","""That lady there appears to be wearing stars that are exploding!""","Yes, her outfit does resemble stars that are exploding.","Yes, I have noticed, her jewelry is indeed shining very brightly.",,
7,metaphor,Ben was telling his friend about the fashion show that he attended. He said:,Ben was telling his friend about the fashion show that he attended. ,He said:," ""This model was the blue canary at the show."" ",The model stood out at the fashion show.,The blue canary worked as a model at the show. ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer to each question. The answer options are 1, 2, 3, 4, or 5.

Scenario: Ben was telling his friend about the fashion show that he attended. He said: ""This model was the blue canary at the show."" What did Ben mean? 
Options:
1) The blue canary worked as a model at the show.
2) The model stood out at the fashion show.
3) The model's skin turned blue.
4) The model came to the show with her pet bird.
5) The model wore a costume made of blue feathers.
Answer: ",Ben,His friend,"{""'IncorrectLiteral'"": 'The blue canary worked as a model at the show.', ""'CorrectNonLiteral'"": 'The model stood out at the fashion show.', ""'IncorrectNonLiteral'"": ""The model's skin turned blue."", ""'IncorrectNonSequitur'"": 'The model came to the show with her pet bird.', ""'IncorrectPlausibleLiteral'"": 'The model wore a costume made of blue feathers.'}",he,"""At the fashion show, the model really stood out, don't you think?""","""The blue canary, believe it or not, landed a job as a model at the show.""","That's surprising, I didn't know a blue canary could be a model at a show.","Yes, I agree that the model really stood out at the fashion show.",,
8,metaphor,Mary said to her granddaughter:,,Mary said to her granddaughter:," ""The queen is our nation's aunt."" ",Mary thinks the queen cares about you from afar.,Mary thinks the queen is an aunt of everyone living in the country. ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer to each question. The answer options are 1, 2, 3, 4, or 5.

Scenario: Mary said to her granddaughter: ""The queen is our nation's aunt."" What did Mary mean?
Options:
1) The queen has a lot of relatives. 
2) Mary and her family are related to the queen.
3) The queen is an aunt of everyone living in the country.
4) People of the country love the pies that the queen bakes.
5) The queen cares about you from afar.
Answer: ",Mary,Her granddaughter,"{""'IncorrectNonSequitur'"": 'The queen has a lot of relatives. ', ""'IncorrectPlausibleLiteral'"": 'Mary and her family are related to the queen.', ""'IncorrectLiteral'"": 'The queen is an aunt of everyone living in the country.', ""'IncorrectNonLiteral'"": 'People of the country love the pies that the queen bakes.', ""'CorrectNonLiteral'"": 'The queen cares about you from afar.'}",she,"""Sweetie, Mary believes that the queen is keeping you in her heart and thoughts, even if she's far away.""","""Sweetheart, I tend to see the queen as everyone in our country's aunt.""","So, you view the queen as a familial figure for all citizens, Grandma?","Thank you, Grandma, it's comforting to know the Queen cares about me even from a distance.",,
9,metaphor,"Abby and Kyle were walking along the promenade one night, and they saw a couple smiling at each other. Abby noted:","Abby and Kyle were walking along the promenade one night, and they saw a couple smiling at each other. ",Abby noted:," ""This sunset sings to the lovers."" ",It was a very romantic night.,He could hear the sun singing songs. ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer to each question. The answer options are 1, 2, 3, 4, or 5.

Scenario: Abby and Kyle were walking along the promenade one night, and they saw a couple smiling at each other. Abby noted: ""This sunset sings to the lovers."" What did Abby mean?
Options:
1) He could hear the sun singing songs.
2) Abby wants to attend a concert with Kyle.
3) It was a very romantic night.
4) It was too dark to see any singers performing on the promenade.
5) There were a lot of musicians and singers performing on the promenade.
Answer: ",Abby,Kyle,"{""'IncorrectLiteral'"": 'He could hear the sun singing songs.', ""'IncorrectNonSequitur'"": 'Abby wants to attend a concert with Kyle.', ""'CorrectNonLiteral'"": 'It was a very romantic night.', ""'IncorrectNonLiteral'"": 'It was too dark to see any singers performing on the promenade.', ""'IncorrectPlausibleLiteral'"": 'There were a lot of musicians and singers performing on the promenade.'}",they,"""It was such a romantic night, don't you think?""","""I think I can hear the sun singing songs sometimes""","That's interesting Abby, I wasn't aware the sun could produce sounds.","""Yes, it was a very romantic night.""",,
10,metaphor,"Jessica was giving a talk that her mom attended. After the talk, Jessica's mom called her husband and said:","Jessica was giving a talk that her mom attended. After the talk, Jessica's mom called her husband.",She said:," ""Jessica sailed towards the finish."" ",Jessica's mom thinks Jessica finished her talk successfully.,Jessica's mom thinks Jessica finished the sailing race. ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer to each question. The answer options are 1, 2, 3, 4, or 5.

Scenario: Jessica was giving a talk that her mom attended. After the talk, Jessica's mom called her husband and said: ""Jessica sailed towards the finish."" What did she mean?
Options:
1) Jessica's talk was a disaster. 
2) Jessica got interested in sailing.
3) Jessica finished the sailing race.
4) Jessica finished her talk successfully.
5) Jessica was giving a talk about sailing.  
Answer: ",Jessica's mom,Jessica's husband,"{""'IncorrectNonLiteral'"": ""Jessica's talk was a disaster. "", ""'IncorrectPlausibleLiteral'"": 'Jessica got interested in sailing.', ""'IncorrectLiteral'"": 'Jessica finished the sailing race.', ""'CorrectNonLiteral'"": 'Jessica finished her talk successfully.', ""'IncorrectNonSequitur'"": 'Jessica was giving a talk about sailing.  '}",Jessica,"""Jessica executed her speech successfully.""","""Jessica has just completed her sailing race.""","Yes, Jessica has finished her sailing race.","That's great to hear, Jessica must have prepared well for her speech.",,
11,metaphor,Jody and Mark were discussing their daughter's behavior. Mark said:,Jody and Mark were discussing their daughter's behavior. ,Mark said:," ""She is walking all over her brothers."" ",Mark sees that she can make her brothers do whatever she wishes.,Mark sees that she is not paying attention when walking and often steps on her little brothers by accident. ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer to each question. The answer options are 1, 2, 3, 4, or 5.

Scenario: Jody and Mark were discussing their daughter's behavior. Mark said: ""She is walking all over her brothers."" What did Mark mean?
Options:
1) Their daughter finally started to walk.
2) She can make her brothers do whatever she wishes.
3) Their daughter should be less aggressive towards her brothers.
4) She enjoys long walks with her brothers.
5) She is not paying attention when walking and often steps on her little brothers by accident.
Answer: ",Mark,Jody,"{""'IncorrectPlausibleLiteral'"": 'Their daughter finally started to walk.', ""'CorrectNonLiteral'"": 'She can make her brothers do whatever she wishes.', ""'IncorrectNonLiteral'"": 'Their daughter should be less aggressive towards her brothers.', ""'IncorrectNonSequitur'"": 'She enjoys long walks with her brothers.', ""'IncorrectLiteral'"": 'She is not paying attention when walking and often steps on her little brothers by accident.'}",she,"""She's got her brothers to do anything she wants.""","""I've noticed you're often not paying attention when you're walking and you've accidentally stepped on our little brothers a few times. Be careful.""",I will pay more attention when I walk to avoid accidentally stepping on people.,"Yes, she is manipulative with her brothers.",,
12,metaphor,"During a business meeting, the general manager of the company said to the financial manager:",There is a business meeting. ,The general manager of the company said to the financial manager:," ""The new accountant that you hired is a juggler."" ",The general manager finds the newly hired person is good at manipulating many things at once.,The general manager finds that the newly hired person can toss and catch objects in the air. ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer to each question. The answer options are 1, 2, 3, 4, or 5.

Scenario: During a business meeting, the general manager of the company said to the financial manager: ""The new accountant that you hired is a juggler."" What did the general manager mean? 
Options:
1) The newly hired person dressed up as a clown.
2) The newly hired person has too many excuses for being late.
3) The newly hired person used to work in a circus show.
4) The newly hired person can toss and catch objects in the air.
5) The newly hired person is good at manipulating many things at once.
Answer: ",The general manager,The financial manager,"{""'IncorrectNonLiteral'"": 'The newly hired person dressed up as a clown.', ""'IncorrectNonSequitur'"": 'The newly hired person has too many excuses for being late.', ""'IncorrectPlausibleLiteral'"": 'The newly hired person used to work in a circus show.', ""'IncorrectLiteral'"": 'The newly hired person can toss and catch objects in the air.', ""'CorrectNonLiteral'"": 'The newly hired person is good at manipulating many things at once.'}",she,"""The new hire is proving to be quite adept at juggling multiple tasks simultaneously.""","""I've noticed that our new hire has a unique skill. They can toss and catch objects in the air.""",That is an interesting skill; it could certainly be useful in certain situations.,"That is indeed impressive, our team could use such ability.",,
13,metaphor,Ken was telling his friend about his shopping experience on Black Friday. Ken said:,Ken was telling his friend about his shopping experience on Black Friday. ,Ken said:," ""The store that I went to was a jungle."" ",The store was complete chaos.,The store was in a jungle. ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer to each question. The answer options are 1, 2, 3, 4, or 5.

Scenario: Ken was telling his friend about his shopping experience on Black Friday. Ken said: ""The store that I went to was a jungle."" What did Ken mean?
Options:
1) There were a lot of tropical trees in that store.
2) There were a lot of mosquitoes in that store.
3) The store that he went to sold some exotic pets.
4) The store was in a jungle.
5) The store was complete chaos.
Answer: ",Ken,His friend,"{""'IncorrectPlausibleLiteral'"": 'There were a lot of tropical trees in that store.', ""'IncorrectNonSequitur'"": 'There were a lot of mosquitoes in that store.', ""'IncorrectNonLiteral'"": 'The store that he went to sold some exotic pets.', ""'IncorrectLiteral'"": 'The store was in a jungle.', ""'CorrectNonLiteral'"": 'The store was complete chaos.'}",he,"""You wouldn't believe it, the store was in complete chaos!""","""You wouldn't believe it, but there was actually a store nestled right in the middle of the jungle.""","That sounds fascinating, a store inside a jungle.",That sounds like a very hectic shopping experience.,,
14,metaphor,Janet was telling her friend about the show that she saw last night. Janet said:,Janet was telling her friend about the show that she saw last night., Janet said:," ""The dancers were butterflies."" ",The dancers flitted around the stage.,Butterflies were dancing on the stage. ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer to each question. The answer options are 1, 2, 3, 4, or 5.

Scenario: Janet was telling her friend about the show that she saw last night. Janet said: ""The dancers were butterflies."" What did Janet mean?
Options:
1) She did not see any dancers in the show.
2) Butterflies were dancing on the stage.
3) The dancers portrayed butterflies in the show.
4) The dancers flitted around the stage.
5) There were too many dancers in this show.
Answer: ",Janet,Her friend,"{""'IncorrectNonSequitur'"": 'She did not see any dancers in the show.', ""'IncorrectLiteral'"": 'Butterflies were dancing on the stage.', ""'IncorrectPlausibleLiteral'"": 'The dancers portrayed butterflies in the show.', ""'CorrectNonLiteral'"": 'The dancers flitted around the stage.', ""'IncorrectNonLiteral'"": 'There were too many dancers in this show.'}",she,"""The dancers were flitting around the stage.""","""There were actual butterflies flying around on the stage.""","Wow, that must have been quite a sight to see.",It sounds like the dancers were moving quickly around the stage.,,
15,metaphor,Caitlyn was telling her husband about her new co-worker. Caitlyn said:,Caitlyn was telling her husband about her new co-worker. ,Caitlyn said:," ""Sally is a block of ice."" ",Sally does not show any emotions.,Sally is an ice sculpture. ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer to each question. The answer options are 1, 2, 3, 4, or 5.

Scenario: Caitlyn was telling her husband about her new co-worker. Caitlyn said: ""Sally is a block of ice."" What did she mean?
Options:
1) Sally is very emotional and cries often.
2) Sally's hands are always cold. 
3) Sally does not show any emotions.
4) Sally is an ice sculpture.
5) Sally is coming down with a cold.
Answer: ",Caitlyn,Her husband,"{""'IncorrectNonLiteral'"": 'Sally is very emotional and cries often.', ""'IncorrectNonSequitur'"": ""Sally's hands are always cold. "", ""'CorrectNonLiteral'"": 'Sally does not show any emotions.', ""'IncorrectLiteral'"": 'Sally is an ice sculpture.', ""'IncorrectPlausibleLiteral'"": 'Sally is coming down with a cold.'}",Sally,"""Sally never seems to express any sort of feelings or emotions.""","""Did you know that Sally has become an ice sculpture?""","Yes, I was aware that Sally has become an ice sculpture.","That's unusual, most people show some kind of emotion.",,
16,metaphor,Robert and his wife are discussing their neighbor. Robert said:,Robert and his wife are discussing their neighbor., Robert said:," ""Our neighbor is a sheep."" ",Their neigbor is a follower.,There is a sheep living next to them. ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer to each question. The answer options are 1, 2, 3, 4, or 5.

Scenario: Robert and his wife are discussing their neighbor. Robert said: ""Our neighbor is a sheep."" What did Robert mean?  
Options:
1) Their neighbor always wears wool sweaters.
2) Their neigbor is a follower.
3) Their neigbor is charismatic.
4) There is a sheep living next to them.
5) Their neighbor has a unique haircut.
Answer: ",Robert,His wife,"{""'IncorrectNonLiteral'"": 'Their neighbor always wears wool sweaters.', ""'CorrectNonLiteral'"": 'Their neigbor is a follower.', ""'IncorrectNonSequitur'"": 'Their neigbor is charismatic.', ""'IncorrectLiteral'"": 'There is a sheep living next to them.', ""'IncorrectPlausibleLiteral'"": 'Their neighbor has a unique haircut.'}",he,"""Our neighbor seems to be quite the follower.""","""Our next door have a sheep residing right next to us, dear.""","Yes, I noticed the sheep too, Robert.","Yes, I've also noticed that our neighbor tends to follow others rather than leading.",,
17,metaphor,Lucy told her teacher:,,Lucy told her teacher:," ""The book that you gave me has more holes in it than Swiss cheese."" ",The plot of the book lacks important components.,Many pages of the book are missing some parts. ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer to each question. The answer options are 1, 2, 3, 4, or 5.

Scenario: Lucy told her teacher: ""The book that you gave me has more holes in it than Swiss cheese."" What did Lucy mean?
Options:
1) The plot of the book lacks important components.
2) Many pages of the book are missing some parts.
3) The book smells funny.
4) The book is about cheese making in Switzerland. 
5) The book is in bad shape. 
Answer: ",Lucy,Her teacher,"{""'CorrectNonLiteral'"": 'The plot of the book lacks important components.', ""'IncorrectLiteral'"": 'Many pages of the book are missing some parts.', ""'IncorrectNonSequitur'"": 'The book smells funny.', ""'IncorrectNonLiteral'"": 'The book is about cheese making in Switzerland. ', ""'IncorrectPlausibleLiteral'"": 'The book is in bad shape. '}",she,"""I believe the book's plot is missing some crucial elements.""","""Many of the pages in the book seem to be missing some parts.""","""I will check the book and if necessary, replace it with a complete one, Lucy.""","""Lucy, could you elaborate on which elements you believe are missing from the plot?""",,
18,metaphor,The teacher told Sam:,,The teacher told Sam:," ""You have too much on your plate."" ",Sam has too many things to take care of.,Sam has too much food on his plate. ,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer to each question. The answer options are 1, 2, 3, 4, or 5.

Scenario: The teacher told Sam: ""You have too much on your plate."" What did the teacher mean?
Options:
1) Sam has too many things to take care of.
2) Sam should think about his dietary habits.
3) Sam should share food with his classmates. 
4) Sam should finish all the food that is on his plate.
5) Sam has too much food on his plate.
Answer: ",The teacher,Sam,"{""'CorrectNonLiteral'"": 'Sam has too many things to take care of.', ""'IncorrectPlausibleLiteral'"": 'Sam should think about his dietary habits.', ""'IncorrectNonLiteral'"": 'Sam should share food with his classmates. ', ""'IncorrectNonSequitur'"": 'Sam should finish all the food that is on his plate.', ""'IncorrectLiteral'"": 'Sam has too much food on his plate.'}",Sam,"""You have too many responsibilities on your plate.""","""You have served yourself too much food.""","I understand, I will reduce the amount of food on my plate.",I am overwhelmed with all the tasks I need to accomplish.,,
19,metaphor,"Melissa was discussing a new sales manager, who was hired a couple of days ago:","Melissa was discussing a new sales manager, who was hired a couple of days ago:","Melissa says,"," ""She is a babe in the woods.""",Melissa thinks the new sales manager is very inexperienced. ,"Melissa thinks the new sales manager is a baby, who lives in the woods. ","Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer to each question. The answer options are 1, 2, 3, 4, or 5.

Scenario: Melissa was discussing a new sales manager, who was hired a couple of days ago: ""She is a babe in the woods."" What did Melissa mean?
Options:
1) The new sales manager used to work as a babysitter. 
2) The new sales manager is too young.
3) The new sales manager is very inexperienced. 
4) The new sales manager lives off of the grid.
5) The new sales manager is a baby, who lives in the woods.
Answer: ",Melissa,Her manager,"{""'IncorrectNonSequitur'"": 'The new sales manager used to work as a babysitter. ', ""'IncorrectPlausibleLiteral'"": 'The new sales manager is too young.', ""'CorrectNonLiteral'"": 'The new sales manager is very inexperienced. ', ""'IncorrectNonLiteral'"": 'The new sales manager lives off of the grid.', ""'IncorrectLiteral'"": 'The new sales manager is a baby, who lives in the woods.'}",she,"""I really believe our new sales manager lacks the necessary experience.""","""I think the new manager's house is somewhere in the woods ""","Melissa, your assumption is incorrect, as I reside in the city and not in the woods.","""Let's give him some time to adapt and learn, Melissa.""",,
